,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,H02,-200.0,-200.0,-200.0,-68.0,-200.0,-200.0,-64.0,-66.0,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-76.0,-200.0,-57.0,-200.0,-68.0,-200.0
1,H02,-200.0,-200.0,-200.0,-68.0,-74.0,-200.0,-64.0,-63.998,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-66.0,-200.0,-200.0,-57.0,-200.0,-66.999,-200.0
2,H02,-200.0,-200.0,-200.0,-200.0,-71.998,-73.0,-63.331116,-200.0,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-67.001,-72.69496699999999,-200.0,-60.0305135,-200.0,-66.66489,-200.0
3,H02,-200.0,-200.0,-200.0,-68.668884,-70.995346,-200.0,-63.623205999999996,-64.333115,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-67.669556,-200.0,-200.0,-58.003326,-200.0,-67.46731,-200.0
4,H02,-200.0,-200.0,-200.0,-69.25573,-70.99652,-200.0,-63.499504,-64.75275,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.521935,-200.0,-200.0,-59.009468,-200.0,-65.99401,-200.0
5,H02,-200.0,-200.0,-200.0,-70.82309,-77.01202,-200.0,-63.6008,-65.40996,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-200.0,-200.0,-59.007553,-200.0,-65.59045,-200.0
6,H02,-200.0,-200.0,-200.0,-72.21074,-72.21156,-200.0,-63.838253,-66.52831,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.61869,-200.0,-200.0,-59.175976,-200.0,-65.49025,-200.0
7,H02,-200.0,-200.0,-200.0,-200.0,-72.85448,-200.0,-64.155045,-73.03787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.6834,-72.69496699999999,-200.0,-60.0305135,-200.0,-65.271866,-200.0
8,H02,-200.0,-200.0,-200.0,-72.179855,-73.31543,-200.0,-63.623205999999996,-66.45089,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.876335,-200.0,-200.0,-58.857105,-200.0,-67.46731,-200.0
9,H02,-200.0,-200.0,-200.0,-72.15659,-73.921295,-200.0,-64.393654,-67.42723,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.89233,-200.0,-200.0,-58.746254,-200.0,-65.49536,-200.0
10,H02,-200.0,-200.0,-200.0,-72.02233,-77.01202,-200.0,-64.8123,-67.26155,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-200.0,-200.0,-58.891796,-200.0,-65.55394,-200.0
11,H02,-200.0,-200.0,-200.0,-71.59751,-74.859116,-200.0,-65.254585,-67.12831,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-71.36917,-200.0,-200.0,-59.00884,-200.0,-65.91789,-200.0
12,H02,-200.0,-200.0,-200.0,-200.0,-74.979614,-200.0,-65.715645,-73.03787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-71.647026,-72.69496699999999,-200.0,-60.0305135,-200.0,-66.70314,-200.0
13,H02,-200.0,-200.0,-200.0,-71.53946,-74.9816,-200.0,-63.623205999999996,-67.407326,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-71.58416,-200.0,-200.0,-59.882412,-200.0,-67.46731,-200.0
14,H02,-200.0,-200.0,-200.0,-71.85165,-75.61476,-200.0,-65.65108,-67.73144,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-71.441246,-200.0,-200.0,-59.98323,-200.0,-66.45928,-200.0
15,H02,-200.0,-200.0,-200.0,-72.37074,-200.0,-200.0,-65.59611,-67.922966,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-75.92046,-200.0,-59.900215,-200.0,-67.011505,-200.0
16,H02,-200.0,-200.0,-200.0,-72.65946,-75.73171,-200.0,-65.628235,-73.03787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-71.572845,-200.0,-200.0,-59.749046,-200.0,-67.09014,-200.0
17,H02,-200.0,-200.0,-200.0,-200.0,-75.5144,-200.0,-65.957886,-73.03787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-71.60683,-72.69496699999999,-200.0,-60.0305135,-200.0,-67.08334,-200.0
18,H02,-200.0,-200.0,-200.0,-72.91135,-75.40021,-200.0,-63.623205999999996,-67.61088,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-70.80703,-200.0,-200.0,-59.466354,-200.0,-67.46731,-200.0
19,H02,-200.0,-200.0,-200.0,-72.989555,-75.58699,-200.0,-65.81722,-67.41401,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.815094,-200.0,-200.0,-59.289165,-200.0,-67.6521,-200.0
20,H02,-200.0,-200.0,-200.0,-73.1278,-200.0,-200.0,-65.69226,-67.45611,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-75.4628,-200.0,-59.26928,-200.0,-67.81356,-200.0
21,H02,-200.0,-200.0,-200.0,-73.38371,-200.0,-200.0,-65.58042,-67.906105,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.62151,-75.56439,-200.0,-59.317574,-200.0,-68.02415,-200.0
22,H02,-200.0,-200.0,-200.0,-200.0,-75.615395,-200.0,-65.479675,-73.03787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.448265,-72.69496699999999,-200.0,-60.0305135,-200.0,-68.4051,-200.0
23,H02,-200.0,-200.0,-200.0,-73.23176,-200.0,-200.0,-63.623205999999996,-67.9784,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.48344,-75.40092,-200.0,-59.61607,-200.0,-67.46731,-200.0
24,H02,-200.0,-200.0,-200.0,-73.03238,-200.0,-200.0,-65.51177,-68.043526,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.700386,-75.37618,-200.0,-59.578064,-200.0,-68.503494,-200.0
25,H02,-200.0,-200.0,-200.0,-72.8508,-200.0,-200.0,-65.481125,-67.97915,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-75.2339,-200.0,-59.483574,-200.0,-68.353584,-200.0
26,H02,-200.0,-200.0,-200.0,-72.276764,-200.0,-200.0,-65.21999,-67.92052,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.598564,-75.045456,-200.0,-59.630215,-200.0,-68.099884,-200.0
27,H02,-200.0,-200.0,-200.0,-200.0,-75.05244,-200.0,-65.03694,-73.03787,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.56369,-72.69496699999999,-200.0,-60.0305135,-200.0,-67.86681,-200.0
28,H02,-200.0,-200.0,-200.0,-72.033646,-74.816284,-200.0,-63.623205999999996,-68.09997,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.41795,-200.0,-200.0,-60.0305135,-200.0,-67.46731,-200.0
29,H02,-200.0,-200.0,-200.0,-71.86504,-74.713036,-200.0,-65.14604,-68.32168,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-69.28357,-200.0,-200.0,-59.480694,-200.0,-68.541145,-200.0
30,H02,-200.0,-200.0,-200.0,-71.70906,-200.0,-200.0,-65.30142,-68.35938,-200.0,-200.0,-200,-200,-200.0,-200.0,-200.0,-63.75795,-75.55486,-200.0,-59.509556,-200.0,-68.51168,-200.0
