,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,S01,-86.9175,-79.0,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-74.0,-81.44696200000001,-78.0,-68.0,-89.0,-200,-200,-200,-200.0,-53.0,-200,-200
1,S01,-86.9175,-77.499626,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.500626,-81.44696200000001,-77.49988,-69.00025,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
2,S01,-87.9995,-76.332115,-89.291405,-89.499626,-88.66537,-200.0,-88.85012,-89.5968555,-89.33178,-81.0,-72.3668775,-79.0,-76.66589,-68.66656,-89.0,-200,-200,-200,-200.0,-53.0,-200,-200
3,S01,-86.99883,-77.00025,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-89.749565,-82.00077,-72.3668775,-81.0005,-75.99825,-69.89851,-89.0,-200,-200,-200,-200.0,-53.0,-200,-200
4,S01,-86.9175,-78.0032,-89.291405,-88.665726,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-78.00166,-81.44696200000001,-76.3998,-69.25094,-89.0,-200,-200,-200,-200.0,-53.0,-200,-200
5,S01,-86.9175,-73.40885800000001,-89.291405,-89.500755,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-84.00075,-77.24993,-81.44696200000001,-78.656728,-70.003,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
6,S01,-86.9175,-73.40885800000001,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.00133,-77.4004,-84.00284,-78.656728,-70.67221,-89.0,-200,-200,-200,-200.0,-53.6018,-200,-200
7,S01,-86.9175,-80.5141,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-86.50362,-72.3668775,-86.5065,-77.33744,-69.89851,-89.0,-200,-200,-200,-200.0,-54.170757,-200,-200
8,S01,-87.249565,-80.44018,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.66364,-81.44696200000001,-78.00784,-69.89851,-89.0,-200,-200,-200,-200.0,-54.433773,-200,-200
9,S01,-86.9175,-80.636856,-89.291405,-89.499466,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-86.20199,-76.712006,-81.44696200000001,-78.511215,-71.86961,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
10,S01,-86.9175,-73.40885800000001,-89.291405,-89.14008,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-87.00532,-76.49614,-86.0037,-78.656728,-72.76869,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
11,S01,-86.9175,-80.45293,-89.291405,-88.99633,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-87.004555,-72.3668775,-85.50079,-79.3527,-69.89851,-89.0,-200,-200,-200,-200.0,-55.009533,-200,-200
12,S01,-87.4001,-80.40699,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.55276,-85.285,-79.925446,-69.89851,-89.0,-200,-200,-200,-200.0,-55.345562,-200,-200
13,S01,-87.50054,-81.01679,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.39528,-81.44696200000001,-80.302315,-72.794685,-89.0,-200,-200,-200,-200.0,-55.411934,-200,-200
14,S01,-86.9175,-73.40885800000001,-89.291405,-88.659645,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-87.00398,-76.35872,-85.24907,-78.656728,-72.815506,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
15,S01,-88.43506,-73.40885800000001,-89.291405,-88.59274,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-86.666435,-76.3282,-85.55818,-78.656728,-73.11005,-89.0,-200,-200,-200,-200.0,-55.28134,-200,-200
16,S01,-89.01066,-81.015366,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-86.396,-72.3668775,-85.60299,-80.36167,-69.89851,-89.0,-200,-200,-200,-200.0,-55.342487,-200,-200
17,S01,-86.9175,-81.01415,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.30233,-81.44696200000001,-80.33316,-73.27084,-89.0,-200,-200,-200,-200.0,-55.39432,-200,-200
18,S01,-86.9175,-81.013115,-89.291405,-88.63041,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-86.266884,-76.206604,-81.44696200000001,-80.30867,-73.40716,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
19,S01,-86.9175,-73.40885800000001,-89.291405,-88.49169,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-86.32926,-76.12347,-84.99226,-78.656728,-73.67124,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
20,S01,-88.67236,-80.874405,-89.291405,-88.137596,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.909134,-72.3668775,-85.24816,-80.08069,-69.89851,-89.0,-200,-200,-200,-200.0,-55.21833,-200,-200
21,S01,-88.502754,-80.752754,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.115456,-85.4651,-79.81586,-69.89851,-89.0,-200,-200,-200,-200.0,-55.134384,-200,-200
22,S01,-88.45625,-80.645164,-89.291405,-88.12748,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.10837,-81.44696200000001,-79.58162,-73.62499,-89.0,-200,-200,-200,-200.0,-54.995865,-200,-200
23,S01,-86.9175,-73.40885800000001,-89.291405,-88.1187,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.98932,-76.33517,-85.65143,-78.656728,-73.71423,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
24,S01,-89.09808,-73.40885800000001,-89.291405,-88.305695,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.99005,-72.3668775,-86.019966,-78.656728,-73.79316,-89.0,-200,-200,-200,-200.0,-55.180275,-200,-200
25,S01,-86.9175,-80.199615,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.9258,-72.3668775,-86.14847,-79.78084,-69.89851,-89.0,-200,-200,-200,-200.0,-55.228046,-200,-200
26,S01,-86.9175,-79.96647,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-76.03899,-81.44696200000001,-80.07058,-73.63038,-89.0,-200,-200,-200,-200.0,-55.2709,-200,-200
27,S01,-86.9175,-79.75607,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-75.824745,-81.44696200000001,-80.332054,-69.89851,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
28,S01,-86.9175,-73.40885800000001,-89.291405,-88.16416,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.377884,-75.52872,-85.70966,-78.656728,-73.76193,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
29,S01,-89.405685,-79.56518,-89.291405,-87.804924,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.12275,-72.3668775,-85.318634,-80.061066,-73.72152,-89.0,-200,-200,-200,-200.0,-55.415665,-200,-200
30,S01,-89.081856,-79.2935,-89.291405,-82.633537,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-72.3668775,-84.96785,-79.91164,-69.89851,-89.0,-200,-200,-200,-200.0,-55.089603,-200,-200
31,S01,-89.00731,-78.76272,-89.291405,-87.64921,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-82.00077,-75.25882,-81.44696200000001,-79.63379,-73.583206,-89.0,-200,-200,-200,-200.0,-54.88996,-200,-200
32,S01,-86.9175,-73.40885800000001,-89.291405,-87.34955,-88.66537,-200.0,-88.85012,-89.5968555,-88.80237,-85.06042,-75.15266,-84.75738,-78.656728,-73.11538,-89.0,-200,-200,-200,-200.0,-56.123498999999995,-200,-200
